year,month,day,extent,missing,date
1991,12,5,12.3,0,1991-12-05
1991,12,6,12.331,0,1991-12-06
1991,12,7,12.377,0,1991-12-07
1991,12,8,12.49,0,1991-12-08
1991,12,9,12.517,0,1991-12-09
1991,12,10,12.526,0,1991-12-10
1991,12,11,12.58,0,1991-12-11
1991,12,12,12.606,0,1991-12-12
1991,12,13,12.808,0,1991-12-13
1991,12,14,12.836,0,1991-12-14
1991,12,15,12.907,0,1991-12-15
1991,12,16,12.969,0,1991-12-16
1991,12,17,12.994,0,1991-12-17
1991,12,18,13.13,0,1991-12-18
1991,12,19,13.083,0,1991-12-19
1991,12,20,13.098,0,1991-12-20
1991,12,21,13.14,0,1991-12-21
1991,12,22,13.215,0,1991-12-22
1991,12,23,13.367,0,1991-12-23
1991,12,24,13.346,0,1991-12-24
1991,12,25,13.465,0,1991-12-25
1991,12,26,13.597,0,1991-12-26
1991,12,27,13.658,0,1991-12-27
1991,12,28,13.8,0,1991-12-28
1991,12,29,13.954,0,1991-12-29
1991,12,30,13.885,0,1991-12-30
1991,12,31,13.894,0,1991-12-31
1992,1,1,14.069,0,1992-01-01
1992,1,2,14.092,0,1992-01-02
1992,1,3,14.141,0,1992-01-03
1992,1,4,14.072,0,1992-01-04
1992,1,5,14.185,0,1992-01-05
1992,1,6,14.254,0,1992-01-06
1992,1,7,14.282,0,1992-01-07
1992,1,8,14.406,0,1992-01-08
1992,1,9,14.419,0,1992-01-09
1992,1,10,14.481,0,1992-01-10
1992,1,11,14.509,0,1992-01-11
1992,1,12,14.51,0,1992-01-12
1992,1,13,14.543,0,1992-01-13
1992,1,14,14.631,0,1992-01-14
1992,1,15,14.56,0,1992-01-15
1992,1,16,14.52,0,1992-01-16
1992,1,17,14.614,0,1992-01-17
1992,1,18,14.658,0,1992-01-18
1992,1,19,14.745,0,1992-01-19
1992,1,20,14.772,0,1992-01-20
1992,1,21,14.83,0,1992-01-21
1992,1,22,14.906,0,1992-01-22
1992,1,23,14.932,0,1992-01-23
1992,1,24,14.946,0,1992-01-24
1992,1,25,14.905,0,1992-01-25
1992,1,26,15,0,1992-01-26
1992,1,27,15.1,0,1992-01-27
1992,1,28,15.212,0,1992-01-28
1992,1,29,15.182,0,1992-01-29
1992,1,30,15.188,0,1992-01-30
1992,1,31,15.259,0,1992-01-31
1992,2,1,15.419,0,1992-02-01
1992,2,2,15.387,0,1992-02-02
1992,2,3,15.396,0,1992-02-03
1992,2,4,15.396,0,1992-02-04
1992,2,5,15.365,0,1992-02-05
1992,2,6,15.481,0,1992-02-06
1992,2,7,15.446,0,1992-02-07
1992,2,8,15.424,0,1992-02-08
1992,2,9,15.43,0,1992-02-09
1992,2,10,15.358,0,1992-02-10
1992,2,11,15.318,0,1992-02-11
1992,2,12,15.367,0,1992-02-12
1992,2,13,15.382,0,1992-02-13
1992,2,14,15.449,0,1992-02-14
1992,2,15,15.466,0,1992-02-15
1992,2,16,15.567,0,1992-02-16
1992,2,17,15.561,0,1992-02-17
1992,2,18,15.518,0,1992-02-18
1992,2,19,15.532,0,1992-02-19
1992,2,20,15.508,0,1992-02-20
1992,2,21,15.523,0,1992-02-21
1992,2,22,15.574,0,1992-02-22
1992,2,23,15.535,0,1992-02-23
1992,2,24,15.53,0,1992-02-24
1992,2,25,15.494,0,1992-02-25
1992,2,26,15.53,0,1992-02-26
1992,2,27,15.496,0,1992-02-27
1992,2,28,15.532,0,1992-02-28
1992,2,29,15.417,0,1992-02-29
1992,3,1,15.487,0,1992-03-01
1992,3,2,15.516,0,1992-03-02
1992,3,3,15.44,0,1992-03-03
1992,3,4,15.402,0,1992-03-04
1992,3,5,15.39,0,1992-03-05
1992,3,6,15.399,0,1992-03-06
1992,3,7,15.424,0,1992-03-07
1992,3,8,15.48,0,1992-03-08
1992,3,9,15.527,0,1992-03-09
1992,3,10,15.525,0,1992-03-10
1992,3,11,15.546,0,1992-03-11
1992,3,12,15.576,0,1992-03-12
1992,3,13,15.521,0,1992-03-13
1992,3,14,15.493,0,1992-03-14
1992,3,15,15.476,0,1992-03-15
1992,3,16,15.422,0,1992-03-16
1992,3,17,15.371,0,1992-03-17
1992,3,18,15.406,0,1992-03-18
1992,3,19,15.461,0,1992-03-19
1992,3,20,15.505,0,1992-03-20
1992,3,21,15.512,0,1992-03-21
1992,3,22,15.547,0,1992-03-22
1992,3,23,15.535,0,1992-03-23
1992,3,24,15.56,0,1992-03-24
1992,3,25,15.57,0,1992-03-25
1992,3,26,15.569,0,1992-03-26
1992,3,27,15.554,0,1992-03-27
1992,3,28,15.543,0,1992-03-28
1992,3,29,15.401,0,1992-03-29
1992,3,30,15.41,0,1992-03-30
1992,3,31,15.347,0,1992-03-31
1992,4,1,15.311,0,1992-04-01
1992,4,2,15.222,0,1992-04-02
1992,4,3,15.135,0,1992-04-03
1992,4,4,15.108,0,1992-04-04
1992,4,5,15.013,0,1992-04-05
1992,4,6,14.935,0,1992-04-06
1992,4,7,14.93,0,1992-04-07
1992,4,8,14.884,0,1992-04-08
1992,4,9,14.809,0,1992-04-09
1992,4,10,14.736,0,1992-04-10
1992,4,11,14.747,0,1992-04-11
1992,4,12,14.719,0,1992-04-12
1992,4,13,14.708,0,1992-04-13
1992,4,14,14.689,0,1992-04-14
1992,4,15,14.709,0,1992-04-15
1992,4,16,14.652,0,1992-04-16
1992,4,17,14.677,0,1992-04-17
1992,4,18,14.622,0,1992-04-18
1992,4,19,14.607,0,1992-04-19
1992,4,20,14.595,0,1992-04-20
1992,4,21,14.563,0,1992-04-21
1992,4,22,14.606,0,1992-04-22
1992,4,23,14.571,0,1992-04-23
1992,4,24,14.463,0,1992-04-24
1992,4,25,14.351,0,1992-04-25
1992,4,26,14.303,0,1992-04-26
1992,4,27,14.297,0,1992-04-27
1992,4,28,14.198,0,1992-04-28
1992,4,29,14.121,0,1992-04-29
1992,4,30,14.026,0,1992-04-30
1992,5,1,13.867,0,1992-05-01
1992,5,2,13.801,0,1992-05-02
1992,5,3,13.657,0,1992-05-03
1992,5,4,13.566,0,1992-05-04
1992,5,5,13.53,0,1992-05-05
1992,5,6,13.536,0,1992-05-06
1992,5,7,13.502,0,1992-05-07
1992,5,8,13.521,0,1992-05-08
1992,5,9,13.436,0,1992-05-09
1992,5,10,13.356,0,1992-05-10
1992,5,11,13.24,0,1992-05-11
1992,5,12,13.23,0,1992-05-12
1992,5,13,13.192,0,1992-05-13
1992,5,14,13.186,0,1992-05-14
1992,5,15,13.162,0,1992-05-15
1992,5,16,13.13,0,1992-05-16
1992,5,17,13.089,0,1992-05-17
1992,5,18,13.12,0,1992-05-18
1992,5,19,13.09,0,1992-05-19
1992,5,20,13.069,0,1992-05-20
1992,5,21,13.06,0,1992-05-21
1992,5,22,13.043,0,1992-05-22
1992,5,23,12.978,0,1992-05-23
1992,5,24,12.988,0,1992-05-24
1992,5,25,12.934,0,1992-05-25
1992,5,26,12.915,0,1992-05-26
1992,5,27,12.947,0,1992-05-27
1992,5,28,12.96,0,1992-05-28
1992,5,29,12.89,0,1992-05-29
1992,5,30,12.878,0,1992-05-30
1992,5,31,12.809,0,1992-05-31
1992,6,1,12.665,0,1992-06-01
1992,6,2,12.644,0,1992-06-02
1992,6,3,12.593,0,1992-06-03
1992,6,4,12.59,0,1992-06-04
1992,6,5,12.461,0,1992-06-05
1992,6,6,12.415,0,1992-06-06
1992,6,7,12.379,0,1992-06-07
1992,6,8,12.382,0,1992-06-08
1992,6,9,12.353,0,1992-06-09
1992,6,10,12.334,0,1992-06-10
1992,6,11,12.336,0,1992-06-11
1992,6,12,12.32,0,1992-06-12
1992,6,13,12.275,0,1992-06-13
1992,6,14,12.266,0,1992-06-14
1992,6,15,12.189,0,1992-06-15
1992,6,16,12.16,0,1992-06-16
1992,6,17,12.107,0,1992-06-17
1992,6,18,12.026,0,1992-06-18
1992,6,19,11.989,0,1992-06-19
1992,6,20,12.014,0,1992-06-20
1992,6,21,11.904,0,1992-06-21
1992,6,22,11.886,0,1992-06-22
1992,6,23,11.911,0,1992-06-23
1992,6,24,11.852,0,1992-06-24
1992,6,25,11.797,0,1992-06-25
1992,6,26,11.82,0,1992-06-26
1992,6,27,11.752,0,1992-06-27
1992,6,28,11.732,0,1992-06-28
1992,6,29,11.682,0,1992-06-29
1992,6,30,11.569,0,1992-06-30
1992,7,1,11.38,0,1992-07-01
1992,7,2,11.341,0,1992-07-02
1992,7,3,11.28,0,1992-07-03
1992,7,4,11.242,0,1992-07-04
1992,7,5,11.198,0,1992-07-05
1992,7,6,11.087,0,1992-07-06
1992,7,7,11.052,0,1992-07-07
1992,7,8,10.988,0,1992-07-08
1992,7,9,10.919,0,1992-07-09
1992,7,10,10.825,0,1992-07-10
1992,7,11,10.853,0,1992-07-11
1992,7,12,10.723,0,1992-07-12
1992,7,13,10.648,0,1992-07-13
1992,7,14,10.603,0,1992-07-14
1992,7,15,10.481,0,1992-07-15
1992,7,16,10.333,0,1992-07-16
1992,7,17,10.274,0,1992-07-17
1992,7,18,10.252,0,1992-07-18
1992,7,19,10.133,0,1992-07-19
1992,7,20,10.058,0,1992-07-20
1992,7,21,9.9,0,1992-07-21
1992,7,22,9.906,0,1992-07-22
1992,7,23,9.838,0,1992-07-23
1992,7,24,9.744,0,1992-07-24
1992,7,25,9.562,0,1992-07-25
1992,7,26,9.437,0,1992-07-26
1992,7,27,9.358,0,1992-07-27
1992,7,28,9.304,0,1992-07-28
1992,7,29,9.184,0,1992-07-29
1992,7,30,9.076,0,1992-07-30
1992,7,31,9.038,0,1992-07-31
1992,8,1,8.888,0,1992-08-01
1992,8,2,8.813,0,1992-08-02
1992,8,3,8.707,0,1992-08-03
1992,8,4,8.638,0,1992-08-04
1992,8,5,8.545,0,1992-08-05
1992,8,6,8.505,0,1992-08-06
1992,8,7,8.401,0,1992-08-07
1992,8,8,8.256,0,1992-08-08
1992,8,9,8.185,0,1992-08-09
1992,8,10,8.142,0,1992-08-10
1992,8,11,7.999,0,1992-08-11
1992,8,12,8.015,0,1992-08-12
1992,8,13,8.009,0,1992-08-13
1992,8,14,7.994,0,1992-08-14
1992,8,15,7.915,0,1992-08-15
1992,8,16,7.794,0,1992-08-16
1992,8,17,7.757,0,1992-08-17
1992,8,18,7.73,0,1992-08-18
1992,8,19,7.775,0,1992-08-19
1992,8,20,7.682,0,1992-08-20
1992,8,21,7.674,0,1992-08-21
1992,8,22,7.614,0,1992-08-22
1992,8,23,7.562,0,1992-08-23
1992,8,24,7.536,0,1992-08-24
1992,8,25,7.446,0,1992-08-25
1992,8,26,7.428,0,1992-08-26
1992,8,27,7.4,0,1992-08-27
1992,8,28,7.404,0,1992-08-28
1992,8,29,7.346,0,1992-08-29
1992,8,30,7.286,0,1992-08-30
1992,8,31,7.237,0,1992-08-31
1992,9,1,7.235,0,1992-09-01
1992,9,2,7.319,0,1992-09-02
1992,9,3,7.296,0,1992-09-03
1992,9,4,7.279,0,1992-09-04
1992,9,5,7.234,0,1992-09-05
1992,9,6,7.169,0,1992-09-06
1992,9,7,7.159,0,1992-09-07
1992,9,8,7.212,0,1992-09-08
1992,9,9,7.27,0,1992-09-09
1992,9,10,7.269,0,1992-09-10
1992,9,11,7.252,0,1992-09-11
1992,9,12,7.256,0,1992-09-12
1992,9,13,7.245,0,1992-09-13
1992,9,14,7.28,0,1992-09-14
1992,9,15,7.281,0,1992-09-15
1992,9,16,7.324,0,1992-09-16
1992,9,17,7.361,0,1992-09-17
1992,9,18,7.419,0,1992-09-18
1992,9,19,7.428,0,1992-09-19
1992,9,20,7.483,0,1992-09-20
1992,9,21,7.519,0,1992-09-21
1992,9,22,7.576,0,1992-09-22
1992,9,23,7.641,0,1992-09-23
1992,9,24,7.728,0,1992-09-24
1992,9,25,7.752,0,1992-09-25
1992,9,26,7.85,0,1992-09-26
1992,9,27,7.975,0,1992-09-27
1992,9,28,8.068,0,1992-09-28
1992,9,29,8.137,0,1992-09-29
1992,9,30,8.194,0,1992-09-30
1992,10,1,8.359,0,1992-10-01
1992,10,2,8.387,0,1992-10-02
1992,10,3,8.545,0,1992-10-03
1992,10,4,8.619,0,1992-10-04
1992,10,5,8.732,0,1992-10-05
1992,10,6,8.819,0,1992-10-06
1992,10,7,8.801,0,1992-10-07
1992,10,8,8.885,0,1992-10-08
1992,10,9,8.971,0,1992-10-09
1992,10,10,9.052,0,1992-10-10
1992,10,11,9.097,0,1992-10-11
1992,10,12,9.177,0,1992-10-12
1992,10,13,9.292,0,1992-10-13
1992,10,14,9.281,0,1992-10-14
1992,10,15,9.327,0,1992-10-15
1992,10,16,9.41,0,1992-10-16
1992,10,17,9.422,0,1992-10-17
1992,10,18,9.43,0,1992-10-18
1992,10,19,9.482,0,1992-10-19
1992,10,20,9.473,0,1992-10-20
1992,10,21,9.505,0,1992-10-21
1992,10,22,9.626,0,1992-10-22
1992,10,23,9.743,0,1992-10-23
1992,10,24,9.771,0,1992-10-24
1992,10,25,9.828,0,1992-10-25
1992,10,26,9.794,0,1992-10-26
1992,10,27,9.787,0,1992-10-27
1992,10,28,9.901,0,1992-10-28
1992,10,29,10.019,0,1992-10-29
1992,10,30,10.158,0,1992-10-30
1992,10,31,10.212,0,1992-10-31
1992,11,1,10.376,0,1992-11-01
1992,11,2,10.398,0,1992-11-02
1992,11,3,10.368,0,1992-11-03
1992,11,4,10.431,0,1992-11-04
1992,11,5,10.424,0,1992-11-05
1992,11,6,10.564,0,1992-11-06
1992,11,7,10.653,0,1992-11-07
1992,11,8,10.723,0,1992-11-08
1992,11,9,10.669,0,1992-11-09
1992,11,10,10.756,0,1992-11-10
1992,11,11,10.844,0,1992-11-11
1992,11,12,10.971,0,1992-11-12
1992,11,13,11.051,0,1992-11-13
1992,11,14,11.016,0,1992-11-14
1992,11,15,11.138,0,1992-11-15
1992,11,16,11.361,0,1992-11-16
1992,11,17,11.576,0,1992-11-17
1992,11,18,11.653,0,1992-11-18
1992,11,19,11.81,0,1992-11-19
1992,11,20,11.907,0,1992-11-20
1992,11,21,11.986,0,1992-11-21
1992,11,22,11.98,0,1992-11-22
1992,11,23,12.103,0,1992-11-23
1992,11,24,12.253,0,1992-11-24
1992,11,25,12.273,0,1992-11-25
1992,11,26,12.288,0,1992-11-26
1992,11,27,12.348,0,1992-11-27
1992,11,28,12.424,0,1992-11-28
1992,11,29,12.511,0,1992-11-29
1992,11,30,12.505,0,1992-11-30
1992,12,1,12.715,0,1992-12-01
1992,12,2,12.811,0,1992-12-02
1992,12,3,12.855,0,1992-12-03
1992,12,4,12.998,0,1992-12-04
1992,12,5,13.013,0,1992-12-05
1992,12,6,13.134,0,1992-12-06
1992,12,7,13.189,0,1992-12-07
1992,12,8,13.14,0,1992-12-08
1992,12,9,13.116,0,1992-12-09
1992,12,10,13.212,0,1992-12-10
1992,12,11,13.355,0,1992-12-11
1992,12,12,13.239,0,1992-12-12
1992,12,13,13.298,0,1992-12-13
1992,12,14,13.324,0,1992-12-14
1992,12,15,13.417,0,1992-12-15
1992,12,16,13.479,0,1992-12-16
1992,12,17,13.429,0,1992-12-17
1992,12,18,13.468,0,1992-12-18
1992,12,19,13.57,0,1992-12-19
1992,12,20,13.612,0,1992-12-20
1992,12,21,13.619,0,1992-12-21
1992,12,22,13.672,0,1992-12-22
1992,12,23,13.67,0,1992-12-23
1992,12,24,13.67,0,1992-12-24
1992,12,25,13.666,0,1992-12-25
1992,12,26,13.733,0,1992-12-26
1992,12,27,13.736,0,1992-12-27
1992,12,28,13.792,0,1992-12-28
1992,12,29,13.837,0,1992-12-29
1992,12,30,13.915,0,1992-12-30
1992,12,31,13.945,0,1992-12-31
1993,1,1,14.035,0,1993-01-01
1993,1,2,14.141,0,1993-01-02
1993,1,3,14.25,0,1993-01-03
1993,1,4,14.255,0,1993-01-04
1993,1,5,14.266,0,1993-01-05
1993,1,6,14.22,0,1993-01-06
1993,1,7,14.348,0,1993-01-07
1993,1,8,14.434,0,1993-01-08
1993,1,9,14.493,0,1993-01-09
1993,1,10,14.507,0,1993-01-10
1993,1,11,14.523,0,1993-01-11
1993,1,12,14.593,0,1993-01-12
1993,1,13,14.623,0,1993-01-13
1993,1,14,14.765,0,1993-01-14
1993,1,15,14.899,0,1993-01-15
1993,1,16,14.985,0,1993-01-16
1993,1,17,15.109,0,1993-01-17
1993,1,18,15.138,0,1993-01-18
1993,1,19,15.154,0,1993-01-19
1993,1,20,15.206,0,1993-01-20
1993,1,21,15.175,0,1993-01-21
1993,1,22,15.324,0,1993-01-22
1993,1,23,15.31,0,1993-01-23
1993,1,24,15.394,0,1993-01-24
1993,1,25,15.447,0,1993-01-25
1993,1,26,15.515,0,1993-01-26
1993,1,27,15.551,0,1993-01-27
1993,1,28,15.601,0,1993-01-28
1993,1,29,15.548,0,1993-01-29
1993,1,30,15.507,0,1993-01-30
1993,1,31,15.462,0,1993-01-31
1993,2,1,15.449,0,1993-02-01
1993,2,2,15.475,0,1993-02-02
1993,2,3,15.555,0,1993-02-03
1993,2,4,15.51,0,1993-02-04
1993,2,5,15.52,0,1993-02-05
1993,2,6,15.525,0,1993-02-06
1993,2,7,15.65,0,1993-02-07
1993,2,8,15.707,0,1993-02-08
1993,2,9,15.778,0,1993-02-09
1993,2,10,15.933,0,1993-02-10
1993,2,11,15.796,0,1993-02-11
1993,2,12,15.726,0,1993-02-12
1993,2,13,15.744,0,1993-02-13
1993,2,14,15.634,0,1993-02-14
1993,2,15,15.652,0,1993-02-15
1993,2,16,15.637,0,1993-02-16
1993,2,17,15.763,0,1993-02-17
1993,2,18,15.82,0,1993-02-18
1993,2,19,15.798,0,1993-02-19
1993,2,20,15.819,0,1993-02-20
1993,2,21,15.799,0,1993-02-21
1993,2,22,15.885,0,1993-02-22
1993,2,23,15.874,0,1993-02-23
1993,2,24,15.749,0,1993-02-24
1993,2,25,15.553,0,1993-02-25
1993,2,26,15.525,0,1993-02-26
1993,2,27,15.611,0,1993-02-27
1993,2,28,15.711,0,1993-02-28
1993,3,1,15.754,0,1993-03-01
1993,3,2,15.825,0,1993-03-02
1993,3,3,15.839,0,1993-03-03
1993,3,4,15.764,0,1993-03-04
1993,3,5,15.882,0,1993-03-05
1993,3,6,15.888,0,1993-03-06
1993,3,7,15.878,0,1993-03-07
1993,3,8,15.914,0,1993-03-08
1993,3,9,15.929,0,1993-03-09
1993,3,10,15.906,0,1993-03-10
1993,3,11,15.985,0,1993-03-11
1993,3,12,15.965,0,1993-03-12
1993,3,13,16.048,0,1993-03-13
1993,3,14,16.031,0,1993-03-14
1993,3,15,15.865,0,1993-03-15
1993,3,16,15.835,0,1993-03-16
1993,3,17,15.86,0,1993-03-17
1993,3,18,15.784,0,1993-03-18
1993,3,19,15.635,0,1993-03-19
1993,3,20,15.656,0,1993-03-20
1993,3,21,15.734,0,1993-03-21
1993,3,22,15.732,0,1993-03-22
1993,3,23,15.776,0,1993-03-23
1993,3,24,15.775,0,1993-03-24
1993,3,25,15.719,0,1993-03-25
1993,3,26,15.754,0,1993-03-26
1993,3,27,15.699,0,1993-03-27
1993,3,28,15.67,0,1993-03-28
1993,3,29,15.74,0,1993-03-29
1993,3,30,15.736,0,1993-03-30
1993,3,31,15.63,0,1993-03-31
1993,4,1,15.598,0,1993-04-01
1993,4,2,15.527,0,1993-04-02
1993,4,3,15.466,0,1993-04-03
1993,4,4,15.398,0,1993-04-04
1993,4,5,15.38,0,1993-04-05
1993,4,6,15.381,0,1993-04-06
1993,4,7,15.396,0,1993-04-07
1993,4,8,15.348,0,1993-04-08
1993,4,9,15.257,0,1993-04-09
1993,4,10,15.286,0,1993-04-10
1993,4,11,15.319,0,1993-04-11
1993,4,12,15.296,0,1993-04-12
1993,4,13,15.273,0,1993-04-13
1993,4,14,15.248,0,1993-04-14
1993,4,15,15.19,0,1993-04-15
1993,4,16,15.182,0,1993-04-16
1993,4,17,15.168,0,1993-04-17
1993,4,18,15.079,0,1993-04-18
1993,4,19,15.015,0,1993-04-19
1993,4,20,14.957,0,1993-04-20
1993,4,21,15.032,0,1993-04-21
1993,4,22,14.88,0,1993-04-22
1993,4,23,14.802,0,1993-04-23
1993,4,24,14.837,0,1993-04-24
1993,4,25,14.758,0,1993-04-25
1993,4,26,14.717,0,1993-04-26
1993,4,27,14.509,0,1993-04-27
1993,4,28,14.391,0,1993-04-28
1993,4,29,14.341,0,1993-04-29
1993,4,30,14.285,0,1993-04-30
1993,5,1,14.172,0,1993-05-01
1993,5,2,14.134,0,1993-05-02
1993,5,3,14.028,0,1993-05-03
1993,5,4,14.036,0,1993-05-04
1993,5,5,13.955,0,1993-05-05
1993,5,6,13.902,0,1993-05-06
1993,5,7,13.862,0,1993-05-07
1993,5,8,13.872,0,1993-05-08
1993,5,9,13.797,0,1993-05-09
1993,5,10,13.674,0,1993-05-10
1993,5,11,13.657,0,1993-05-11
1993,5,12,13.604,0,1993-05-12
1993,5,13,13.599,0,1993-05-13
1993,5,14,13.571,0,1993-05-14
1993,5,15,13.469,0,1993-05-15
1993,5,16,13.37,0,1993-05-16
1993,5,17,13.307,0,1993-05-17
1993,5,18,13.21,0,1993-05-18
1993,5,19,13.188,0,1993-05-19
1993,5,20,13.061,0,1993-05-20
1993,5,21,13.044,0,1993-05-21
1993,5,22,12.957,0,1993-05-22
1993,5,23,12.929,0,1993-05-23
1993,5,24,12.887,0,1993-05-24
1993,5,25,12.9,0,1993-05-25
1993,5,26,12.812,0,1993-05-26
1993,5,27,12.75,0,1993-05-27
1993,5,28,12.758,0,1993-05-28
1993,5,29,12.681,0,1993-05-29
1993,5,30,12.665,0,1993-05-30
1993,5,31,12.564,0,1993-05-31
1993,6,1,12.431,0,1993-06-01
1993,6,2,12.429,0,1993-06-02
1993,6,3,12.363,0,1993-06-03
1993,6,4,12.375,0,1993-06-04
1993,6,5,12.342,0,1993-06-05
1993,6,6,12.297,0,1993-06-06
1993,6,7,12.278,0,1993-06-07
1993,6,8,12.254,0,1993-06-08
1993,6,9,12.248,0,1993-06-09
1993,6,10,12.145,0,1993-06-10
1993,6,11,12.095,0,1993-06-11
1993,6,12,12.097,0,1993-06-12
1993,6,13,12.024,0,1993-06-13
1993,6,14,11.984,0,1993-06-14
1993,6,15,11.907,0,1993-06-15
1993,6,16,11.821,0,1993-06-16
1993,6,17,11.842,0,1993-06-17
1993,6,18,11.826,0,1993-06-18
1993,6,19,11.709,0,1993-06-19
1993,6,20,11.668,0,1993-06-20
1993,6,21,11.637,0,1993-06-21
1993,6,22,11.58,0,1993-06-22
1993,6,23,11.575,0,1993-06-23
1993,6,24,11.514,0,1993-06-24
1993,6,25,11.45,0,1993-06-25
1993,6,26,11.346,0,1993-06-26
1993,6,27,11.318,0,1993-06-27
1993,6,28,11.304,0,1993-06-28
1993,6,29,11.199,0,1993-06-29
1993,6,30,11.069,0,1993-06-30
1993,7,1,10.845,0,1993-07-01
1993,7,2,10.809,0,1993-07-02
1993,7,3,10.751,0,1993-07-03
1993,7,4,10.67,0,1993-07-04
1993,7,5,10.571,0,1993-07-05
1993,7,6,10.416,0,1993-07-06
1993,7,7,10.176,0,1993-07-07
1993,7,8,10.098,0,1993-07-08
1993,7,9,10.003,0,1993-07-09
1993,7,10,9.909,0,1993-07-10
1993,7,11,9.735,0,1993-07-11
1993,7,12,9.619,0,1993-07-12
1993,7,13,9.583,0,1993-07-13
1993,7,14,9.488,0,1993-07-14
1993,7,15,9.449,0,1993-07-15
1993,7,16,9.326,0,1993-07-16
1993,7,17,9.293,0,1993-07-17
1993,7,18,9.172,0,1993-07-18
1993,7,19,9.062,0,1993-07-19
1993,7,20,9.047,0,1993-07-20
1993,7,21,9.068,0,1993-07-21
1993,7,22,8.944,0,1993-07-22
1993,7,23,8.849,0,1993-07-23
1993,7,24,8.827,0,1993-07-24
1993,7,25,8.76,0,1993-07-25
1993,7,26,8.679,0,1993-07-26
1993,7,27,8.594,0,1993-07-27
1993,7,28,8.5,0,1993-07-28
1993,7,29,8.498,0,1993-07-29
1993,7,30,8.518,0,1993-07-30
1993,7,31,8.508,0,1993-07-31
1993,8,1,8.306,0,1993-08-01
1993,8,2,8.204,0,1993-08-02
1993,8,3,8.134,0,1993-08-03
1993,8,4,8.128,0,1993-08-04
1993,8,5,8.119,0,1993-08-05
1993,8,6,8.07,0,1993-08-06
1993,8,7,7.96,0,1993-08-07
1993,8,8,7.912,0,1993-08-08
1993,8,9,7.852,0,1993-08-09
1993,8,10,7.757,0,1993-08-10
1993,8,11,7.633,0,1993-08-11
1993,8,12,7.56,0,1993-08-12
1993,8,13,7.443,0,1993-08-13
1993,8,14,7.41,0,1993-08-14
1993,8,15,7.326,0,1993-08-15
1993,8,16,7.247,0,1993-08-16
1993,8,17,7.208,0,1993-08-17
1993,8,18,7.194,0,1993-08-18
1993,8,19,7.12,0,1993-08-19
1993,8,20,7.079,0,1993-08-20
1993,8,21,7.009,0,1993-08-21
1993,8,22,6.934,0,1993-08-22
1993,8,23,6.856,0,1993-08-23
1993,8,24,6.814,0,1993-08-24
1993,8,25,6.853,0,1993-08-25
1993,8,26,6.714,0,1993-08-26
1993,8,27,6.633,0,1993-08-27
1993,8,28,6.528,0,1993-08-28
1993,8,29,6.469,0,1993-08-29
1993,8,30,6.464,0,1993-08-30
1993,8,31,6.449,0,1993-08-31
1993,9,1,6.348,0,1993-09-01
1993,9,2,6.321,0,1993-09-02
1993,9,3,6.304,0,1993-09-03
1993,9,4,6.265,0,1993-09-04
1993,9,5,6.205,0,1993-09-05
1993,9,6,6.163,0,1993-09-06
1993,9,7,6.162,0,1993-09-07
1993,9,8,6.175,0,1993-09-08
1993,9,9,6.218,0,1993-09-09
1993,9,10,6.206,0,1993-09-10
1993,9,11,6.22,0,1993-09-11
1993,9,12,6.201,0,1993-09-12
1993,9,13,6.161,0,1993-09-13
1993,9,14,6.189,0,1993-09-14
1993,9,15,6.189,0,1993-09-15
1993,9,16,6.212,0,1993-09-16
1993,9,17,6.295,0,1993-09-17
1993,9,18,6.352,0,1993-09-18
1993,9,19,6.365,0,1993-09-19
1993,9,20,6.391,0,1993-09-20
1993,9,21,6.341,0,1993-09-21
1993,9,22,6.401,0,1993-09-22
1993,9,23,6.457,0,1993-09-23
1993,9,24,6.52,0,1993-09-24
1993,9,25,6.64,0,1993-09-25
1993,9,26,6.778,0,1993-09-26
1993,9,27,6.9,0,1993-09-27
1993,9,28,6.91,0,1993-09-28
1993,9,29,6.99,0,1993-09-29
1993,9,30,7.021,0,1993-09-30
1993,10,1,7.251,0,1993-10-01
1993,10,2,7.312,0,1993-10-02
1993,10,3,7.292,0,1993-10-03
1993,10,4,7.401,0,1993-10-04
1993,10,5,7.65,0,1993-10-05
1993,10,6,7.862,0,1993-10-06
1993,10,7,8.057,0,1993-10-07
1993,10,8,8.188,0,1993-10-08
1993,10,9,8.336,0,1993-10-09
1993,10,10,8.376,0,1993-10-10
1993,10,11,8.535,0,1993-10-11
1993,10,12,8.713,0,1993-10-12
1993,10,13,8.883,0,1993-10-13
1993,10,14,8.935,0,1993-10-14
1993,10,15,8.908,0,1993-10-15
1993,10,16,8.873,0,1993-10-16
1993,10,17,8.886,0,1993-10-17
1993,10,18,8.939,0,1993-10-18
1993,10,19,8.999,0,1993-10-19
1993,10,20,9.046,0,1993-10-20
1993,10,21,9.147,0,1993-10-21
1993,10,22,9.233,0,1993-10-22
1993,10,23,9.358,0,1993-10-23
1993,10,24,9.522,0,1993-10-24
1993,10,25,9.596,0,1993-10-25
1993,10,26,9.62,0,1993-10-26
1993,10,27,9.684,0,1993-10-27
1993,10,28,9.776,0,1993-10-28
1993,10,29,9.849,0,1993-10-29
1993,10,30,9.985,0,1993-10-30
1993,10,31,10.158,0,1993-10-31
1993,11,1,10.29,0,1993-11-01
1993,11,2,10.424,0,1993-11-02
